,case_number,year,type,country,activity,injury,mes,deceso,genero,especies,edad
677,2002.10.30,2002,Unprovoked,usa,Swimming,Left foot bitten ,Oct,N,F,Unspecified,60.0
678,2002.10.14,2002,Unprovoked,brazil,Swimming,"FATAL, body not recovered",Oct,Y,M,Tiger,36.0
679,2002.10.05.b,2002,Unprovoked,usa,Surfing,Abrasions on right hand & deep laceration on middle finger,Oct,N,M,Unspecified,14.0
680,2002.10.05.a,2002,Unprovoked,usa,Surfing,Heel & back of right knee lacerated,Oct,N,M,Unspecified,35.0
681,2002.10.03,2002,Unprovoked,usa,Surfing,Left hand lacerated and abraded,Oct,N,M,Unspecified,18.0
682,2002.09.30,2002,Unprovoked,usa,Surfing,Right hand severely lacerated,Sep,N,M,Unspecified,47.0
683,2002.09.27.c,2002,Unprovoked,usa,Fishing from Surfboard,"No injury, surfboard bitten ",Sep,N,M,Unspecified,55.0
684,2002.09.27.b,2002,Provoked,usa,Fishing,Left thumb lacerated PROVOKED INCIDENT,Sep,N,M,Unspecified,27.89
685,2002.09.27.a,2002,Provoked,tonga,Swimming,Thigh lacerated  PROVOKED INCIDENT,Sep,N,M,Tiger,27.89
686,2002.09.21.b,2002,Unprovoked,usa,Boogie boarding or Surfing, Ankle lacerated,Sep,N,M,Unspecified,24.0
687,2002.09.21.a,2002,Unprovoked,usa,Surfing,No injury,Sep,N,M,Unspecified,35.0
688,2002.09.16.b,2002,Unprovoked,brazil,Swimming,"Left thigh bitten, leg surgically amputated",Sep,N,M,Tiger,19.0
689,2002.09.13,2002,Unprovoked,south africa,Surf skiing,No injury,Sep,N,M,White,47.0
690,2002.09.09,2002,Unprovoked,usa,Boogie boarding,Bitten above & below right knee,Sep,N,M,Unspecified,20.0
691,2002.09.05,2002,Provoked,usa,"Wading, when he stepped on the shark",2 small puncture wounds on left foot PROVOKED INCIDENT,Sep,N,M,Unspecified,36.0
692,2002.08.28,2002,Unprovoked,usa,Surfing,Left foot lacerated ,Aug,N,M,Tiger,16.0
693,2002.08.14,2002,Unprovoked,usa,Surfing,Big toe bitten,Aug,N,M,Unspecified,27.0
694,2002.08.11,2002,Unprovoked,usa,Surfing,Lacerations on heel & dorsum of right foot,Aug,N,M,Unspecified,15.0
695,2002.08.05,2002,Unprovoked,usa,Standing,Leg lacerated,Aug,N,M,Unspecified,14.0
696,2002.07.26,2002,Unprovoked,usa,Surfing,Heel bitten,Jul,N,M,Unspecified,13.0
697,2002.07.20,2002,Unprovoked,usa,Swimming,Calf bitten,Jul,N,F,Bull,15.0
698,2002.07.09.b,2002,Provoked,usa,Shark Fishing,Drowned when caught in line and pulled overboard by hooked shark PROVOKED INCIDENT,Jul,Y,M,Unspecified,41.0
699,2002.07.09.a,2002,Unprovoked,brazil,Surfing,Right hand severed,Jul,N,M,Tiger,22.0
700,2002.07.04,2002,Unprovoked,usa,Standing,"Calf, foot & hand bitten",Jul,N,F,Bull,9.0
701,2002.06.11.a,2002,Unprovoked,usa,Surfing,Right hand lacerated,Jun,N,M,Unspecified,28.0
702,2002.06.09.b,2002,Unprovoked,usa,Surfing,6-inch gash on right foot,Jun,N,M,Unspecified,50.0
703,2002.06.03,2002,Unprovoked,south africa,Snorkeling (filming the sardine run),Upper arm bitten,Jun,N,M,Unspecified,50.0
704,2002.05.31.b,2002,Unprovoked,usa,Surfing,Lacerated leg & back,May,N,M,White,24.0
705,2002.05.31.a,2002,Unprovoked,usa,Floating on a raft,Lacerated foot,May,N,M,Unspecified,16.0
706,2002.05.22.b,2002,Provoked,usa,"Fishing, removing the shark from his line",Leg bitten by hooked shark PROVOKED INCIDENT,May,N,M,Unspecified,55.0
707,2002.04.30,2002,Unprovoked,australia,Scallop diving (using surface-supplied air & a POD) ,"FATAL, torso & leg bitten  ",Apr,Y,M,White,23.0
708,2002.04.20,2002,Unprovoked,usa,"Surfing, but standing in water alongside board",Left foot bitten,Apr,N,M,Unspecified,34.0
709,2002.04.09,2002,Unprovoked,bahamas,Standing,Calf bitten,Apr,N,M,Bull,43.0
710,2002.04.02,2002,Unprovoked,usa,Wading,Two half-inch lacerations on right heel and one near small toe,Apr,N,M,Unspecified,41.0
711,2002.04.01,2002,Unprovoked,usa,Swimming / Wading,Upper left arm bitten,Apr,N,M,Unspecified,29.0
712,2002.03.25.b,2002,Unprovoked,usa,Body-boarding,Left leg severed below knee,Mar,N,M,Tiger,17.0
713,2002.03.25.a,2002,Unprovoked,usa,Wading,Foot bitten,Mar,N,F,Unspecified,11.0
714,2002.03.19,2002,Unprovoked,usa,Swimming /  boogie boarding,Punctures on left foot and foot ,Mar,N,M,Unspecified,20.0
715,2002.03.15.b,2002,Unprovoked,usa,Snorkeling,Arm bitten,Mar,N,M,Unspecified,39.0
716,2002.03.15.a,2002,Unprovoked,usa,Surfing,Several  puncture wounds on lower right leg,Mar,N,M,Unspecified,31.0
717,2002.02.16,2002,Unprovoked,australia,Surfing,Heel / foot bitten,Feb,N,M,Unspecified,30.0
718,2002.02.07,2002,Boating,australia,Kayaking,Stern of kayak bitten/chest bruised ,Feb,N,M,Unspecified,35.0
719,2002.01.30.b,2002,Unprovoked,australia,Surfing,Bruises & minor cuts,Jan,N,M,Tiger,20.0
720,2002.01.04,2002,Unprovoked,south africa,Fishing,Leg bitten & surgically amputated,Jan,N,M,Unspecified,16.0
721,2002.01.01.b,2002,Unprovoked,south africa,Surf skiing,Foot & calf bitten,Jan,N,M,Unspecified,26.0
722,2002.01.01.a,2002,Unprovoked,usa,Snorkeling,Lacerations to buttocks & thigh,Jan,N,M,Tiger,35.0
723,2001.10.02,2001,Unprovoked,australia,Snorkeling,Lacerations to right forearm & shoulder injured,Oct,N,F,Unspecified,20.0
724,2001.09.30.b,2001,Unprovoked,mexico,Body surfing,Hand injured,Sep,N,M,Tiger,26.0
725,2001.09.24,2001,Provoked,usa,"Surfing, fell off surfboard & stepped on the shark.",PROVOKED INCIDENT Several small lacerations on left foot ,Sep,N,M,Unspecified,21.0
726,2001.09.16,2001,Invalid,usa,Wreck / Technical diving,FATAL or drowning & scavenging,Sep,Y,M,Unspecified,42.0
727,2001.09.15.b,2001,Unprovoked,usa,Boogie boarding,"2 lacerations on lower back, punctures on buttock",Sep,N,M,Unspecified,6.0
728,2001.09.03.b,2001,Unprovoked,usa,Swimming ,FATAL,Sep,Y,M,White,28.0
729,2001.09.03.a,2001,Unprovoked,usa,Swimming,Left buttock & foot  severed,Sep,N,F,White,23.0
730,2001.09.02,2001,Unprovoked,usa,Wading,Right calf lacerated,Sep,N,M,Unspecified,20.0
731,2001.09.01,2001,Unprovoked,usa,Swimming ,"FATAL, thigh bitten ",Sep,Y,M,Bull,10.0
732,2001.08.31,2001,Unprovoked,bahamas,Spearfishing,Torso lacerated,Aug,N,M,Bull,44.0
733,2001.08.22,2001,Unprovoked,usa,Surfing,Foot lacerated,Aug,N,M,Unspecified,17.0
734,2001.08.18.c,2001,Unprovoked,usa,Surfing,Cuts on right foot,Aug,N,M,Unspecified,20.0
735,2001.08.18.b,2001,Unprovoked,usa,Surfing,Back of left hand gashed,Aug,N,M,Unspecified,19.0
736,2001.08.18.a,2001,Unprovoked,usa,Surfing,Left ankle bitten,Aug,N,M,Unspecified,19.0
737,2001.08.16,2001,Unprovoked,bahamas,Spearfishing,Calf bitten,Aug,N,M,Bull,43.0
738,2001.07.15.a,2001,Unprovoked,usa,Boogie boarding,Foot lacerated,Jul,N,M,Unspecified,18.0
739,2001.07.06.a,2001,Unprovoked,usa,Swimming,"Arm severed, surgically reattached",Jul,N,M,Bull,8.0
740,2001.06.10,2001,Provoked,usa,Spearfishing,"No injury. Shark made threat display, then diver shot the shark PROVOKED INCIDENT",Jun,N,M,White,52.0
741,2001.06.03,2001,Unprovoked,usa,Wading,3 puncture wounds on each side of her left  hand,Jun,N,F,Unspecified,29.0
742,2001.05.03,2001,Unprovoked,usa,Surfing,Foot lacerated ,May,N,M,Unspecified,45.0
743,2001.04.13.a,2001,Unprovoked,usa,Surfing,Right foot & ankle lacerated,Apr,N,M,Unspecified,12.0
744,2001.04.12.c,2001,Unprovoked,usa,Surfing,Small cuts on big & pinky toes of left foot,Apr,N,M,Unspecified,21.0
745,2001.04.12.b,2001,Unprovoked,usa,Body boarding,Foot & ankle lacerated,Apr,N,M,Unspecified,12.0
746,2001.04.12.a,2001,Unprovoked,usa,Surfing,Foot lacerated,Apr,N,M,Unspecified,22.0
747,2001.04.11.d,2001,Unprovoked,usa,Surfing,Minor cuts on right heel & foot,Apr,N,M,Unspecified,19.0
748,2001.04.08.b,2001,Unprovoked,south africa,Surfing,"Thigh, hip & buttock bitten",Apr,N,M,White,46.0
749,2001.04.05,2001,Unprovoked,usa,Standing alongside surfboard,Minor lacerations to dorsum of left foot,Apr,N,M,Unspecified,26.0
750,2001.04.02.a,2001,Unprovoked,australia,Surfing,Calf bitten,Apr,N,M,Unspecified,40.0
751,2001.02.04,2001,Unprovoked,australia,Surfing,Leg bitten,Feb,N,M,Unspecified,40.0
752,2000.12.12,2000,Unprovoked,fiji,Swimming back from anchored sailboat,"FATAL, leg severed ",Dec,Y,M,Unspecified,47.0
753,2000.12.03,2000,Unprovoked,australia,Spearfishing,Left elbow and forearm bitten,Dec,N,M,Unspecified,38.0
754,2000.11.18,2000,Unprovoked,usa,Swimming,Right calf lacerated,Nov,N,M,Unspecified,25.0
755,2000.11.06.b,2000,Unprovoked,australia,Swimming,Leg & feet lacerated,Nov,N,M,White,52.0
756,2000.11.06.a,2000,Unprovoked,australia,Swimming,"FATAL, torso bitten, leg severed ",Nov,Y,M,White,49.0
757,2000.11.04,2000,Unprovoked,usa,Surfing,Both thighs bitten,Nov,N,M,White,27.0
758,2000.10.18,2000,Unprovoked,usa,Swimming / snorkeling,Right side of back / torso lacerated,Oct,N,F,Tiger,56.0
759,2000.10.09,2000,Unprovoked,usa,Surfing,Foot lacerated,Oct,N,M,Unspecified,17.0
760,2000.10.06.b,2000,Unprovoked,usa,Surfing,Fingers lacerated,Oct,N,M,Unspecified,23.0
761,2000.09.25,2000,Unprovoked,australia,Surfing,FATAL,Sep,Y,M,White,17.0
762,2000.09.24,2000,Unprovoked,australia,Surfing,FATAL,Sep,Y,M,White,25.0
763,2000.09.16.b,2000,Unprovoked,okinawa,Surfing, FATAL,Sep,Y,M,White,31.0
764,2000.09.11,2000,Unprovoked,usa,Swimming / Body surfing,Finger lacerated,Sep,N,M,Unspecified,25.0
765,2000.09.10.a,2000,Unprovoked,south africa,Free diving,Swim fin bitten,Sep,N,M,White,48.0
766,2000.09.08.b,2000,Unprovoked,usa,Wading,Left foot lacerated ,Sep,N,M,Unspecified,40.0
767,2000.09.08.a,2000,Unprovoked,reunion,Surfing,Left arm bitten,Sep,N,M,Tiger,27.0
768,2000.08.31,2000,Unprovoked,usa,Swimming,Punctures & lacerations on right foot,Aug,N,M,Unspecified,47.0
769,2000.08.30,2000,Unprovoked,usa,Jumped into the water,FATAL,Aug,Y,M,Bull,25.0
770,2000.08.15,2000,Unprovoked,usa,"Windsurfing, but sitting on his board",Left calf lacerated,Aug,N,M,Tiger,53.0
771,2000.08.13,2000,Unprovoked,usa,Surfing / Wading,Minor lacerations to the dorsum of the right foot,Aug,N,M,Unspecified,27.0
772,2000.08.12,2000,Unprovoked,usa,Standing,Severely bitten on lower leg ,Aug,N,F,Unspecified,44.0
773,2000.07.06,2000,Unprovoked,usa,Playing,Calf lacerated,Jul,N,F,Tiger,12.0
774,2000.07.04.a,2000,Unprovoked,usa,"Spearfishing, holding mesh bag with speared fish",Lower right calf lacerated,Jul,N,F,Unspecified,55.0
775,2000.07.02.b,2000,Unprovoked,usa,Wading,Left calf & hand lacerated,Jul,N,F,Unspecified,13.0
776,2000.07.02.a,2000,Unprovoked,usa,Standing,Left thigh lacerated,Jul,N,F,Unspecified,19.0
777,2000.06.10,2000,Unprovoked,usa,Surfing,Foot lacerated,Jun,N,M,Unspecified,17.0
778,2000.06.09.b,2000,Unprovoked,usa,Swimming,Puncture wounds on right hip and arm,Jun,N,M,Bull,55.0
779,2000.06.09.a,2000,Unprovoked,usa,Swimming ,Right forearm severed surgically amputated above elbow,Jun,N,M,Bull,44.0
780,2000.03.30,2000,Unprovoked,australia,Swimming,Left calf bitten,Mar,N,M,Unspecified,26.0
781,2000.03.26,2000,Unprovoked,usa,Boogie boarding,Right knee lacerated,Mar,N,F,Unspecified,14.0
782,2000.03.24,2000,Unprovoked,usa,Surfing,Left hand bitten,Mar,N,M,Unspecified,37.0
783,2000.03.15,2000,Unprovoked,new caledonia,Spearfishing,FATAL,Mar,Y,M,Tiger,35.0
784,2000.03.00,2000,Unprovoked,usa,Spearfishing,"No injury to diver, speargun damaged",Mar,N,M,Unspecified,39.0
785,1999.12.06,1999,Invalid,brazil,Spearfishing,"Lateral right thigh bitten. Thought to involve a 1.2 to 1.5 m tubarão da gralha preta -  a blacktip shark, C. limbatus",Dec,N,M,Unspecified,39.0
786,1999.11.23,1999,Unprovoked,usa,Swimming,"Buttock bitten, hands lacerated",Nov,N,F,Tiger,51.0
787,1999.11.06,1999,Unprovoked,brazil,"Spearfishing, but swimming at surface",Upper right thigh bitten,Nov,N,M,Unspecified,39.0
788,1999.10.01,1999,Unprovoked,usa,"Surfing, lying on surfboard",Right arm bitten,Oct,N,M,Tiger,16.0
789,1999.09.18,1999,Unprovoked,usa,Kayaking,"No injury, but kayak scraped & dented",Sep,N,M,White,37.0
790,1999.08.26,1999,Unprovoked,usa,Surfing,3-inch laceration to right foot,Aug,N,M,Unspecified,28.0
791,1999.08.23,1999,Unprovoked,marshall islands,Fishing,Lacerations to left leg,Aug,N,M,Unspecified,23.0
792,1999.08.16,1999,Unprovoked,usa,Lying prone in 2' of water,"Ear lacerated, cuts on scalp, back, arm & shoulder ",Aug,N,M,Unspecified,10.0
793,1999.08.05.a,1999,Unprovoked,usa,Body surfing,Right ankle & heel  lacerated,Aug,N,M,Unspecified,62.0
794,1999.08.05,1999,Unprovoked,bahamas,Spearfishing & holding catch,Right arm bitten,Aug,N,M,Bull,35.0
795,1999.07.29,1999,Unprovoked,south africa,Surfing,Right thigh bitten,Jul,N,M,White,42.0
796,1999.07.26,1999,Unprovoked,usa,Swimming with dolphins,Ankle bitten,Jul,N,M,Bull,43.0
797,1999.07.21,1999,Unprovoked,usa,Surfing,Right thigh & buttock bitten,Jul,N,M,Tiger,43.0
798,1999.07.15,1999,Unprovoked,south africa,Boogie boarding,FATAL,Jul,Y,M,White,14.0
799,1999.07.04,1999,Unprovoked,usa,Wading in school of baitfish,Lacerations knee to ankle,Jul,N,F,Unspecified,30.0
800,1999.07.03,1999,Unprovoked,south africa,Surfing,Leg & board bitten,Jul,N,M,White,29.0
801,1999.06.17,1999,Unprovoked,usa,Surfing,Right hand and wrist lacerated,Jun,N,M,Unspecified,21.0
802,1999.06.09,1999,Unprovoked,usa,Splashing / wading,Knee lacerated,Jun,N,M,Unspecified,5.0
803,1999.05.29,1999,Unprovoked,australia,Windsurfing,"FATAL, body not recovered",May,Y,M,White,22.0
804,1999.05.01,1999,Unprovoked,brazil,Surfing,Leg & hands bitten,May,N,M,Tiger,21.0
805,1999.04.22,1999,Unprovoked,mauritius,Swimming,Thigh bitten,Apr,N,F,Grey,41.0
806,1999.04.11,1999,Unprovoked,reunion,Swimming after being swept into sea by a large wave,FATAL,Apr,Y,M,Bull,52.0
807,1999.03.05,1999,Unprovoked,usa,Swimming near pod of whales,Tissue removed knee to thigh,Mar,N,F,Unspecified,29.0
808,1999.02.23,1999,Unprovoked,australia,Surfing,"Left hand & forearm bitten, board bitten",Feb,N,M,Tiger,35.0
809,1999.02.03,1999,Unprovoked,usa,Surfing,Left hand bitten,Feb,N,M,Unspecified,25.0
810,1999.00.00.b,1999,Unprovoked,south africa,Spearfishing,Heel lacerated,Unknown,N,M,White,30.0
811,1998.12.20.R,1998,Unprovoked,south africa,Surfing,Leg bitten,Dec,N,M,White,18.0
812,1998.11.21,1998,Unprovoked,usa,Swimming,FATAL,Nov,Y,M,Tiger,9.0
813,1998.11.14,1998,Unprovoked,usa,Surfing,Right foot bitten,Nov,N,M,Unspecified,14.0
814,1998.11.11,1998,Unprovoked,usa,Walking,Survived,Nov,N,M,Unspecified,13.0
815,1998.11.02.a,1998,Unprovoked,brazil,Surfing,"FATAL, left forearm severed  ",Nov,Y,M,White,22.0
816,1998.08.30,1998,Unprovoked,usa,Surfing,Toes lacerated,Aug,N,M,Unspecified,26.0
817,1998.08.26,1998,Unprovoked,usa,Boogie boarding,"Thigh, buttocks & lower back lacerated",Aug,N,M,White,16.0
818,1998.08.15,1998,Unprovoked,bahamas,Spearfishing,Calf bitten,Aug,N,M,Unspecified,28.0
819,1998.08.01.a,1998,Unprovoked,south africa,Spearfishing,Leg bitten,Aug,N,M,White,24.0
820,1998.07.11,1998,Unprovoked,south africa,Surfing,Knee bitten,Jul,N,M,Unspecified,16.0
821,1998.06.28.a,1998,Unprovoked,australia,Free diving for abalone,"FATAL, left thigh and lower leg severely injured  ",Jun,Y,M,White,26.0
822,1998.06.22,1998,Unprovoked,south africa,Body Boarding,"FATAL, hands & calf bitten  ",Jun,Y,M,White,20.0
823,1998.05.29.b,1998,Unprovoked,south africa,Body boarding,Right shoulder & arm bitten,May,N,M,White,15.0
824,1998.05.29.a,1998,Unprovoked,south africa,Body boarding,Leg bitten,May,N,M,Unspecified,16.0
825,1998.05.25,1998,Unprovoked,usa,Surfing,4 lacerations on the sole of his right foot,May,N,M,Lemon,40.0
826,1998.05.16.c,1998,Unprovoked,usa,Swimming,Ankle & foot bitten,May,N,F,Unspecified,14.0
827,1998.05.16.a,1998,Unprovoked,south africa,Body boarding,"Lower legs bitten, foot severed",May,N,M,White,22.0
828,1998.04.26,1998,Unprovoked,mozambique,Towing rubber dinghy,"FATAL, torso & abdomen bitten, forearm severed ",Apr,Y,F,Unspecified,35.0
829,1998.04.21,1998,Unprovoked,usa,Surfing (lying prone on his board),Right thigh bitten,Apr,N,M,White,50.0
830,1998.03.15,1998,Unprovoked,south africa,Snorkeling  hunting crayfish and abalone,Lower leg lacerated,Mar,N,M,White,33.0
831,1998.03.08.a,1998,Unprovoked,usa,Swimming or paddle boarding,6 puncture wounds to right calf,Mar,N,M,Unspecified,32.0
832,1998.01.28.R ,1998,Invalid,australia,Spearfishing,"Missing, thought to have been taken by a shark",Jan,Unknown,M,Unspecified,31.0
833,1998.01.14,1998,Unprovoked,mozambique,Surfing,Leg bitten,Jan,N,M,Unspecified,23.0
834,1997.12.28.b,1997,Unprovoked,south africa,Spearfishing,FATAL,Dec,Y,M,White,39.0
835,1997.11.09,1997,Unprovoked,australia,Scuba diving (submerged riding a scooter),Left arm lacerated when shark grabbed scooter,Nov,N,M,White,42.0
836,1997.10.28.a,1997,Unprovoked,usa,Body boarding or surfing,"Both legs bitten, right leg severed at mid-calf & defense wounds on right hand",Oct,N,M,Tiger,19.0
837,1997.10.24,1997,Unprovoked,usa,Surfing,"5"" gash in foot",Oct,N,M,Unspecified,23.0
838,1997.10.21,1997,Unprovoked,usa,Surfing,Left foot bitten,Oct,N,M,Unspecified,12.0
839,1997.08.24,1997,Unprovoked,usa,Surfing (sitting on his board),Leg & hand bitten,Aug,N,M,White,29.0
840,1997.08.02.b,1997,Unprovoked,usa,Body surfing,Top of left foot bitten,Aug,N,M,Unspecified,17.0
841,1997.08.02.a,1997,Unprovoked,usa,Wading / Surfing,Top of left foot bitten,Aug,N,M,Unspecified,19.0
842,1997.07.21,1997,Unprovoked,south africa,Surfing,FATAL,Jul,Y,M,White,25.0
843,1997.07.14,1997,Unprovoked,usa,Standing,Left calf bitten,Jul,N,M,Unspecified,50.0
844,1997.06.15,1997,Unprovoked,fiji,Snorkeling,"Bitten on inner thigh, leg surgically amputated",Jun,N,F,Tiger,47.0
845,1997.06.09,1997,Unprovoked,usa,Surfing,Laceration to left upper arm,Jun,N,M,Unspecified,18.0
846,1997.06.02,1997,Unprovoked,usa,"Body surfing, stood up on sandbar",4 lacerations above left ankle,Jun,N,M,Unspecified,33.0
847,1997.05.31.c,1997,Unprovoked,usa,Spearfishing,Right thigh punctured,May,N,M,Unspecified,35.0
848,1997.05.31.b,1997,Unprovoked,usa,Surfing,Left elbow bitten,May,N,M,Unspecified,34.0
849,1997.05.31.a,1997,Unprovoked,usa,Surfing,Left ankle bitten,May,N,M,Unspecified,12.0
850,1997.02.28.a,1997,Unprovoked,australia,Scuba diving,Left arm bitten,Feb,N,M,Tiger,30.0
851,1997.01.25,1997,Unprovoked,australia,Snorkeling,"Left leg lacerated, punctures to right leg",Jan,N,M,Unspecified,27.0
852,1997.01.20,1997,Unprovoked,australia,Windsurfing,"Presumed fatal, no body recovered, shark mutilated wetsuit & harness recovered ",Jan,Y,M,Tiger,41.0
853,1996.11.29.a,1996,Unprovoked,usa,Surfing,Single laceration on ankle & board bitten,Nov,N,M,White,45.0
854,1996.10.05.,1996,Unprovoked,usa,Surfing,Lower leg bitten,Oct,N,M,White,22.0
855,1996.10.03.b,1996,Unprovoked,usa,Surfing,"4"" laceration on left forearm",Oct,N,M,Unspecified,21.0
856,1996.10.03.a,1996,Unprovoked,usa,Surfing,"No Injury, shark struck his board",Oct,N,M,White,31.0
857,1996.09.06.b,1996,Unprovoked,new zealand,Diving for abalone,"Back, arms & wrist severely lacerated",Sep,N,M,White,23.0
858,1996.09.06.a,1996,Unprovoked,usa,Surfing / Swimming,Small puncture wounds and lacerations on right leg just below knee,Sep,N,M,Unspecified,19.0
859,1996.09.01.b,1996,Invalid,usa,Boogie boarding,Minor injuries to foot,Sep,Unknown,F,Unspecified,28.0
860,1996.09.01.a,1996,Provoked,south africa,Spearfishing,No injury  PROVOKED INCIDENT,Sep,N,M,White,29.0
861,1996.08.29,1996,Unprovoked,usa,Body Boarding,Right calf bitten,Aug,N,M,Tiger,19.0
862,1996.08.13,1996,Unprovoked,usa,Free diving for abalone,"Left shoulder, forearm, hand & abdomen lacerated",Aug,N,M,White,36.0
863,1996.08.11,1996,Unprovoked,usa,Wade fishing,"No injury, towed by shark that grabbed stringer of fish tied to his waist",Aug,N,M,Unspecified,21.0
864,1996.07.04.b,1996,Unprovoked,usa,Standing,Laceration on left foot,Jul,N,F,Unspecified,63.0
865,1996.05.28,1996,Unprovoked,south africa,Surfing,Leg bitten,May,N,M,White,17.0
866,1996.05.18,1996,Unprovoked,usa,Surfing,Right foot & ankle bitten,May,N,M,Unspecified,22.0
867,1996.05.07,1996,Unprovoked,usa,Surfing,Left foot & leg bitten,May,N,M,Unspecified,27.0
868,1996.03.05,1996,Unprovoked,australia,Swimming breast stoke,Left arm & leg lacerated,Mar,N,F,Tiger,47.0
869,1996.02.26,1996,Unprovoked,australia,Dived naked into the water on a bet,Left leg & right testicle bitten,Feb,N,M,Unspecified,24.0
870,1996.02.04,1996,Unprovoked,australia,Swimming,Ankles injured,Feb,N,M,Unspecified,7.0
871,1996.01.16,1996,Unprovoked,usa,Swimming with mask & snorkel,Lacerations to left foot & right shin,Jan,N,M,Tiger,53.0
872,1996.01.10,1996,Unprovoked,reunion,Surfing,FATAL,Jan,Y,M,Tiger,25.0
873,1995.10.11,1995,Unprovoked,australia,Playing / standing,Laceration to thigh,Oct,N,F,Unspecified,15.0
874,1995.10.01,1995,Unprovoked,usa,Surfing,Right arm injured,Oct,N,M,Unspecified,39.0
875,1995.09.30.b,1995,Unprovoked,usa,Surfing,4 punctures in left foot,Sep,N,M,Unspecified,14.0
876,1995.09.28,1995,Unprovoked,usa,Windsurfing,"Right foot bruised, board bitten",Sep,N,M,White,25.0
877,1995.09.11,1995,Unprovoked,australia,Abalone diving using Hookah (near calving whales),"FATAL, head, shoulder and arm severed, remains recovered at Munglinup Beach on 9/13/1995",Sep,Y,M,White,29.0
